Name,Appearance,Homeworld,Species,Gender,Affiliation,Alliance,File_Name
Deena Lorn,[5],[],['Human'],['Female'],"['Galactic Empire', ""Deena's squad"", 'Alliance to Restore the Republic']",Good,Deena Lorn
Willrow Hood,[5],[],['Human'],['Male'],[],,Willrow Hood
Newland,[6],[],['Human'],['Male'],"['Galactic Empire', 'Imperial Army']",,Newland
Bloggin,"[7, 8]",['Jakku'],[],[],[],,Bloggin
Master Codebreaker,[8],[],['Human'],['Male'],[],,Master Codebreaker
Darth Sidious,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",['Naboo'],['Human (Naboo)'],['Male'],"['Palpatine family', 'Sith', 'Royal House of Naboo', 'Galactic Republic', 'Naboo delegation', 'Office of the Chancellor', 'Trade Federation', 'Confederacy of Independent Systems', 'Galactic Empire', 'Sith Eternal', 'First Order']",Mix,Darth Sidious
R5-A2,[4],[],['Droid'],[],[],,R5-A2
Aiwha,[2],['Kamino'],[],[],[],,Aiwha
R4-E1,[4],[],['Droid'],[],[],,R4-E1
Cypress,[7],[],['Human'],['Male'],"['Resistance', 'Resistance army']",Good,Cypress
Unidentified male Hosnian,[7],[],['Human'],['Male'],[],,Unidentified male Hosnian
Titan-erke,[9],['Pasaana'],[],[],[],,Titan-erke
OOM-9,[1],[],['Droid'],['Masculine programming'],"['Trade Federation', 'Trade Federation Droid Army']",,OOM-9
Skorr,[5],[],[],[],[],,Skorr
Ochi,[9],[],['Humanoid'],['Male'],"['Sith Order', 'Galactic Empire', 'Crimson Dawn', 'Acolytes of the Beyond', 'Sith Eternal']",,Ochi
Hhex,[8],[],['Palandag'],[],['Canto Casino'],,Hhex
Spider,[3],[],[],[],[],,Spider
Byrco Hansid,[9],['Aris'],['Human'],['Male'],"['Resistance', 'Exegol landing team']",Good,Byrco Hansid
Conan Antonio Motti,[4],['Seswenna'],['Human'],['Male'],"['Galactic Empire', 'Imperial Navy', 'Joint Chiefs', 'Imperial Officer Corps']",,Conan Antonio Motti
Coppergrin,[8],"['Ahch-To', 'Corellia']",[],[],[],,Coppergrin
Malé-Dee,[3],[],['Human'],['Male'],"['Galactic Republic', 'Delegation of 2,000']",Good,Malé-Dee
Gregar Typho,"[2, 3]",['Naboo'],['Human (Naboo)'],['Male'],"['Royal House of Naboo', 'Royal Naboo Security Forces', 'Galactic Republic', 'Amidalans']",Good,Gregar Typho
Shuma Kalamo,[8],[],['Human'],['Male'],[],,Shuma Kalamo
Unidentified male bar patron,[7],[],['Human'],['Male'],[],,Unidentified male bar patron
R2-A5,[4],[],['Droid'],['Masculine programming'],[],,R2-A5
Ghana Gleemort,[6],[],['Gamorrean'],[],"[""Jabba Desilijic Tiure's criminal empire""]",,Ghana Gleemort
Mari Amithest,[2],[],['Human'],['Female'],"['Jedi Order', 'Bear Clan']",Jedi,Mari Amithest
2163,[1],[],['Droid'],['Masculine programming'],"['Trade Federation', 'Trade Federation Droid Army']",,2163
Chon Actrion,[2],[],[],[],"['Jedi Order', 'Galactic Republic']",Jedi,Chon Actrion
Patrol droid (First Order),"[7, 8]",[],['Droid'],[],['First Order'],Evil,Patrol droid (First Order)
Wan Sandage,[1],['Ord Radama'],['Devlikk'],['Male'],[],,Wan Sandage
Praji,[4],[],['Human'],['Male'],"['Galactic Empire', 'Imperial Military', 'Imperial Officer Corps']",,Praji
Voren Na'al,[4],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Massassi Group', 'New Republic', 'Resistance']",Good,Voren Na'al
Joh Yowza,[6],['Endor'],['Yuzzum'],['Male'],['Max Rebo Band'],,Joh Yowza
Cratinus,[7],[],['Ubdurian'],['Male'],[],,Cratinus
Lobot,[5],['Bespin'],['Human'],['Male'],"['Galactic Empire', 'Imperial Military', 'Cloud City', 'Alliance to Restore the Republic', 'New Republic']",Good,Lobot
Efrem LX,[9],[],[],[],[],,Efrem LX
J'Quille,[6],['Toola'],['Whiphid'],['Male'],"['Lady Valarian', 'Jabba Desilijic Tiure', ""B'omarr Order""]",,J'Quille
OOM-series battle droid,[9],[],['Droid'],['Masculine programming'],"['Trade Federation', 'Trade Federation military', 'Confederacy of Independent Systems', 'Confederacy military', 'Agamar garrison', ""Klik-Klak's droid army""]",,OOM-series battle droid
Bellava Parnadee,[9],[],['Human'],['Female'],"['First Order', 'Supreme Council']",Evil,Bellava Parnadee
Ferrule,[9],['Kef Bir'],['Orbak'],[],['Company 77'],,Ferrule
Scrapjaw Motito,[7],['Jakku'],[],[],[],,Scrapjaw Motito
Saleucami bat,[3],[],[],[],[],,Saleucami bat
Senni Tonnika,[4],[],[],['Female'],['Tonnika sisters'],,Senni Tonnika
Sleen,[5],['Dagobah'],[],[],[],,Sleen
Jabba Desilijic Tiure,"[1, 4, 5, 6, 7]",['Nal Hutta'],['Hutt'],['Male'],"['Hutt Clan', 'Grand Hutt Council', ""Jabba Desilijic Tiure's criminal empire"", 'Crymorah syndicate', 'Shadow Collective (briefly)']",,Jabba Desilijic Tiure
Walex Blissex,[6],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Alliance Military']",Good,Walex Blissex
Porg,"[7, 8, 9]",['Ahch-To'],[],[],[],,Porg
Brookish Boon,[3],['Sy Myrth'],['Sy Myrthian'],['Female'],[],,Brookish Boon
Vober Dand,"[7, 8, 9]",['Suntilla'],['Tarsunt'],['Male'],"['Resistance', 'Ground Logistics Division']",Good,Vober Dand
Ubert Quaril,[7],[],['Human'],['Male'],['Shag Kava'],,Ubert Quaril
7169,[1],[],['Droid'],[],"['Trade Federation', 'Trade Federation Droid Army']",,7169
Corm-Kairuku,[8],['Ahch-To'],['Lanai'],['Male'],['Visitors'],,Corm-Kairuku
Grevoth Prana IX,[7],[],[],['Male'],[],,Grevoth Prana IX
Loje Nella,[6],['Rior'],['Riorian'],['Female'],"[""Jabba Desilijic Tiure's criminal empire""]",,Loje Nella
Streehn,[7],[],['Kyuzo'],['Male'],['Niima Outpost Militia'],,Streehn
Taryish Juhden,[7],[],['Human'],['Male'],[],,Taryish Juhden
Nash Windrider,[5],['Alderaan'],['Human (Alderaanian)'],['Male'],"[""Nash Windrider's family"", 'Galactic Empire', 'Royal Imperial Academy', 'Imperial Officer Corps', 'Death Squadron', 'Imperial Starfighter Corps', 'Queluhan Nebula Imperial remnant']",,Nash Windrider
Wrushii-Do Elecra,[9],['Pasaana'],['Aki-Aki'],[],[],,Wrushii-Do Elecra
Unidentified Anodyne pilot,[8],[],['Human'],['Male'],"['Resistance', 'Resistance navy']",Good,Unidentified Anodyne pilot
Tanus Spijek,[6],['Elom'],['Elom'],[],['Alliance to Restore the Republic'],Good,Tanus Spijek
Karabbac,[9],['Kalee'],[],[],[],,Karabbac
Brock Starsher,[6],[],[],[],"[""Jabba Desilijic Tiure's criminal empire""]",,Brock Starsher
R5-G19,[6],[],['Droid'],[],['Alliance to Restore the Republic'],Good,R5-G19
Rum Sleg,[1],[],['Humanoid'],['Male'],[],,Rum Sleg
R5 series astromech droid,"[7, 8, 9]",[],['Droid'],[],[],,R5 series astromech droid
Thaneespi,[6],[],['Mon Calamari'],[],"['Alliance to Restore the Republic', 'Rebel Alliance Navy']",Good,Thaneespi
Odupiendo,[2],['Naboo'],[],[],[],,Odupiendo
Hurrie Chind,[9],[],['Human'],['Male'],"['Resistance', 'Resistance Starfighter Corps']",Good,Hurrie Chind
Bufon Taire,[2],[],['Human'],['Male'],['Outlander Club'],,Bufon Taire
Yarael Poof,[1],['Quermia'],['Quermian'],['Male'],"['Jedi Order', 'Jedi High Council', 'Galactic Republic']",Jedi,Yarael Poof
Chiffonage,[5],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Alliance Military']",Good,Chiffonage
Jamillia,[2],['Naboo'],['Human (Naboo)'],['Female'],"['Royal House of Naboo', 'Galactic Republic']",Good,Jamillia
K-3PO,[5],[],['Droid'],['Masculine programming'],"['Galactic Republic', 'Republic Military', 'Galactic Empire', 'Alliance to Restore the Republic', 'Alliance High Command']",Good,K-3PO
Swamptoe,[1],['Naboo'],['Kaadu'],[],['Gungan Grand Army'],,Swamptoe
WED-9-M1,[4],[],[],[],[],,WED-9-M1
Zutton,[4],[],['Snivvian'],['Male'],[],,Zutton
Torreb Savato,[8],[],['Human'],['Male'],[],,Torreb Savato
Ainlee Teem,[1],['Malastare'],['Gran'],[],"['Galactic Republic', 'Malastare delegation']",Good,Ainlee Teem
Keir Santage,[6],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Rebel Alliance Starfighter Corps']",Good,Keir Santage
Kedpin Shoklop,[8],['Werma Lesser'],['Wermal'],['Male'],['VaporTech'],,Kedpin Shoklop
Forch Gomou,[2],[],['Human'],['Male'],[],,Forch Gomou
Orbak,[9],[],[],[],[],,Orbak
Takeel,[4],['Cadomai Prime'],['Snivvian'],['Male'],[],,Takeel
Nee Alavar,[3],[],['Human'],['Female'],"['Galactic Republic', 'Delegation of 2,000']",Good,Nee Alavar
Palo Jemabie,[2],['Naboo'],['Human (Naboo)'],['Male'],"['Legislative Youth Program', 'Alliance to Restore the Republic']",Good,Palo Jemabie
Rathtar,[7],"['Twon Ketee', 'Trillia (Dwarf rathtars)']",[],[],[],,Rathtar
Fema Baab,[3],[],['Human'],['Female'],"['Galactic Republic', 'Galactic Senate']",Good,Fema Baab
Ted,[8],[],[],[],[],,Ted
Hat Lo,[2],[],['Human'],['Male'],[],,Hat Lo
Bairdon Jace,[2],[],['Human'],['Male'],"['Jedi Order', 'Jedi assault team', 'Galactic Republic']",Jedi,Bairdon Jace
R2-A6,[1],[],['Droid'],[],"['Royal Naboo Security Forces', 'Bravo Flight', 'Galactic Republic']",Good,R2-A6
Windy,[4],['Tatooine'],['Human'],['Male'],[],,Windy
Amret Engell,[9],[],['Human'],['Female'],"['First Order', 'Supreme Council', 'Sith Eternal']",Evil,Amret Engell
Snake,"[5, 8, 9]",[],[],[],[],,Snake
Miller Worlens,[9],[],['Human'],['Male'],"['Resistance', 'Resistance Starfighter Corps']",Good,Miller Worlens
O-MR1,[7],[],['Droid'],[],['First Order'],Evil,O-MR1
GTAW welding droid,[7],[],['Droid'],['Masculine programming'],[],,GTAW welding droid
R2-M5,[1],[],['Droid'],[],"['Royal House of Naboo', 'Royal Naboo Security Forces']",,R2-M5
Thodibin,[8],['Chanceuxi'],['Suerton'],['Male'],['The Lucky Three'],,Thodibin
Bala-Tik,[7],[],['Human'],['Male'],['Guavian Death Gang'],,Bala-Tik
Unidentified unit commander,[3],['Kamino'],['Human (clone)'],['Male'],"['Galactic Republic', 'Red Company']",Good,Unidentified unit commander
Nik Sant,[6],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Special Forces Trackers Unit']",Good,Nik Sant
Huper Tenrecs,[9],[],['Talpiddian'],['Male'],"['Resistance', 'Exegol landing team']",Good,Huper Tenrecs
Mot-Not Rab,[1],[],['Tarnab'],['Male'],"['Galactic Republic', 'Galactic Senate']",Good,Mot-Not Rab
E-3PO (Bespin),[5],[],['Droid'],[],[],,E-3PO (Bespin)
53,[4],[],[],[],"['Galactic Empire', 'Imperial Military']",,53
BG-J38,[6],[],[],[],"[""Jabba Desilijic Tiure's criminal empire""]",,BG-J38
Ommo Twilto,[9],[],['Sentient species'],[],['Sith Eternal'],,Ommo Twilto
Lema Eelyak,[7],[],['Human'],['Female'],['Resistance'],Good,Lema Eelyak
L3-37,[5],[],['Droid'],['Feminine programming'],['Millennium Collective'],,L3-37
Doo,[1],['Naboo'],[],[],[],,Doo
Nicki,[6],['Endor'],['Ewok'],[],['Bright Tree Village'],,Nicki
Veedaaz Awmetth,[3],[],[],['Male'],"['Galactic Republic', 'Galactic Senate']",Good,Veedaaz Awmetth
Dud Bolt,"[1, 2]",['Vulpter'],['Vulptereen'],['Male'],[],,Dud Bolt
Defancio Storsilt,[8],[],['Unidentified horse-like species'],[],[],,Defancio Storsilt
Jake Farrell,[6],[],['Human'],['Male'],"['Galactic Empire', 'Yellow Seven', 'Alliance to Restore the Republic', 'Gold Squadron']",Good,Jake Farrell
TK-710,[4],[],['Human'],['Male'],"['Galactic Empire', 'Stormtrooper Corps', '']",,TK-710
Dooku,"[2, 3]",['Serenno'],"['Human (Serennian)', 'Vampiric species (briefly)']",['Male'],"['House Serenno', 'Jedi Order', 'Hawkbat Clan', 'Thranta Clan', 'Jedi High Council', 'Galactic Republic', 'Numidian Prime strike team', 'Lost Twenty', 'Sith', 'Independent Movement for Self-Determination', 'Confederacy of Independent Systems']",Mix,Dooku
Volzang Li-Thrull,[7],['Nar Kanji'],['Human'],['Male'],['Kanjiklub'],,Volzang Li-Thrull
R2-KT,[7],[],['Droid'],['Feminine programming'],"['Galactic Republic', '501st Legion', 'Galactic Republic Navy', 'Resistance']",Good,R2-KT
R-H029 sifter droid,[7],[],['Droid'],[],['Resistance'],Good,R-H029 sifter droid
Rugor Nass,"[1, 3]",['Naboo'],['Gungan (Ankura)'],['Male'],"['Gungan Grand Army', 'Gungan High Council']",,Rugor Nass
Milon Lenwith,[9],[],['Human'],['Male'],"['Sith Eternal', 'Final Order']",Evil,Milon Lenwith
Centada Ressad,[8],[],[],['Female'],[],,Centada Ressad
Salporin,[3],[],['Wookiee'],[],['Galactic Republic'],Good,Salporin
Silya Shessaun,[3],[],['Human'],['Female'],"['Galactic Republic', 'Galactic Senate']",Good,Silya Shessaun
Mat Rags,[1],[],['Human'],['Male'],[],,Mat Rags
Grebleips,[1],[],['Asogian'],[],"['Galactic Republic', 'Galactic Senate']",Good,Grebleips
Gale Torg,[4],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Massassi Group', 'Rebel Honor Guard', 'Alderaanian consular security']",Good,Gale Torg
Pablo-Jill,[2],[],['Ongree'],['Male'],"['Jedi Order', 'Jedi assault team']",Jedi,Pablo-Jill
Protocol droid,"[7, 8, 9]",[],[],[],[],,Protocol droid
Mi'no Teest,[7],[],['Human'],['Male'],[],,Mi'no Teest
B-series battle droid,[9],[],[],[],"['Trade Federation', 'Trade Federation military', 'Techno Union', 'Techno Union Droid Army', 'Jedi Order (secretly)', 'Confederacy of Independent Systems', 'Confederacy military', 'Galactic Republic', 'Grand Army of the Republic', 'Agamar garrison', ""Klik-Klak's droid army"", 'Quarantine World III', 'Freemakers', ""Karina's empire"", 'Alliance to Restore the Republic', 'New Republic', ""Norra Wexley's team"", 'House Maccon', 'House Reya', 'Resistance', 'Colossus resistance', ""Sidon Ithano's crew"", 'Warbird gang (briefly)']",Good,B-series battle droid
Geno Namit,[8],[],['Human'],['Male'],"['Resistance', 'Resistance navy']",Good,Geno Namit
Wicket Wystri Warrick,"[6, 9]",['Endor'],['Ewok'],['Male'],"['Warrick family', 'Bright Tree tribe', 'Alliance to Restore the Republic']",Good,Wicket Wystri Warrick
R6-LE5,[9],[],['Droid'],['Feminine programming'],['Resistance'],Good,R6-LE5
Vazzet Dipterz,[9],[],['Cyclorrian'],['Male'],['Resistance'],Good,Vazzet Dipterz
CC-2237,[3],['Kamino'],['Human (clone)'],['Male'],"['Galactic Republic', 'Clone Flight Squad Seven', 'Galactic Empire', 'Clone Flight Squad Seven']",Good,CC-2237
Jad Bean,[6],[],['Human'],['Male'],"['Galactic Empire', 'Imperial Navy', 'First Order', 'Zeta Squadron']",Evil,Jad Bean
Passel Argente,"[1, 2, 3]",['Kooriva'],['Koorivar'],['Male'],"['Corporate Alliance', 'Galactic Republic', 'Galactic Senate', 'Confederacy of Independent Systems', 'Executive Separatist Council']",Good,Passel Argente
A'Koba,[4],['Tatooine'],['Tusken Raider'],['Male'],"[""A'Yark's tribe""]",,A'Koba
Trypto Buball,[8],[],[],['Male'],[],,Trypto Buball
Wat Tambor,"[2, 3]",['Skako'],['Skakoan'],['Male'],"['Techno Union', 'Baktoid Armor Workshop', 'Confederacy of Independent Systems', 'Executive Separatist Council']",,Wat Tambor
Kit Valent,[5],['Huulia'],['Human'],['Male'],"['Alliance to Restore the Republic', 'Rogue Squadron']",Good,Kit Valent
Igar,[6],['Kuat'],['Human'],['Male'],"['Galactic Empire', 'Imperial Army', 'Imperial Officer Corps']",,Igar
Dodibin,[8],['Chanceuxi'],['Suerton'],['Male'],['The Lucky Three'],,Dodibin
Flea,[3],['Mustafar'],[],[],[],,Flea
Lastok,[5],[],['Human'],['Male'],"['Galactic Empire', 'Blizzard Force']",,Lastok
TK-3338,[4],[],['Human'],[],"['Galactic Empire', '501st Legion']",,TK-3338
Ebenn Q3 Baobab,[1],[],['Human'],['Male'],['Royal House of Naboo'],,Ebenn Q3 Baobab
FN-417,[7],[],['Human'],[],"['First Order', 'FN Corps']",Evil,FN-417
Dreanna Conunda,[9],[],['Human'],['Female'],"['New Republic', 'Corellian Engineering Corporation', 'Resistance', 'Exegol landing team']",Good,Dreanna Conunda
AL1-L3,[9],[],['Droid'],['Feminine programming'],"[""Citizens' Fleet""]",,AL1-L3
Edern Lars,[2],[],['Human'],['Male'],['Lars family'],,Edern Lars
Pamich Nerro Goode,[8],[],['Human'],['Female'],"['Resistance', '""Reb"" Squadron']",Good,Pamich Nerro Goode
Harter Kalonia,[7],[],['Human'],['Female'],"['New Republic', 'Resistance', 'Resistance army']",Good,Harter Kalonia
Teta (duke),[3],[],['Human'],['Male'],[],,Teta (duke)
Ayy Vida,[2],[],"[""Twi'lek""]",['Female'],['Hat Lo'],,Ayy Vida
Aldar Beedo,[1],['Ploo II'],['Glymphid'],['Male'],[],,Aldar Beedo
Junn Gobint,[9],[],['Mythrol'],['Male'],['Resistance'],Good,Junn Gobint
Sim Aloo,[6],[],['Human'],['Male'],"['Aloo family', 'Galactic Empire']",,Sim Aloo
IG-102,[3],[],[],[],['Confederacy of Independent Systems'],,IG-102
Gornt,[7],[],[],[],[],,Gornt
FN-0606,[9],[],['Human'],['Male'],"['First Order', 'FN Corps']",Evil,FN-0606
BB-4,[8],[],['Droid'],[],['Resistance'],Good,BB-4
Prashee,[7],[],['Ubdurian'],['Male'],[],,Prashee
2-1B-series medical droid,[9],[],['Droid'],[],"['Galactic Republic', 'Confederacy of Independent Systems', 'Galactic Empire', 'Partisans', 'Alliance to Restore the Republic', 'New Republic', 'Resistance']",Good,2-1B-series medical droid
Nicanas Tassu,[2],[],['Human'],['Male'],"['Jedi Order', 'Jedi assault team', 'Galactic Republic']",Jedi,Nicanas Tassu
Hobin Carsamba,[7],[],['Alien'],[],[],,Hobin Carsamba
Agira Nyrat,[2],[],['Human'],['Female'],['Zealots of Psusan'],,Agira Nyrat
Antidar Williams,[1],[],['Human'],['Male'],"['Galactic Republic', 'Judicial Forces']",Good,Antidar Williams
Somaled New,[9],[],['Human'],['Male'],[],,Somaled New
MSE-6-G735Y,[4],[],['Droid'],[],['Galactic Empire'],,MSE-6-G735Y
Pinrado Noza,[8],[],[],[],[],,Pinrado Noza
Gureni Telsij,[6],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Gray Squadron']",Good,Gureni Telsij
Yoxgit,"[5, 6]",[],['Ugnaught'],['Male'],"[""Jabba Desilijic Tiure's criminal empire""]",,Yoxgit
Dynia Reekeene,[9],[],['Human'],['Female'],"['Resistance', 'Exegol landing team']",Good,Dynia Reekeene
Yasto Attsmun,[8],['Listehol'],['Unidentified species'],['Male'],[],,Yasto Attsmun
Edmo Ectacle,[8],['Lespectus'],['Moldwarp'],['Male'],[],,Edmo Ectacle
Maz Kanata,"[1, 7, 8, 9]",['Takodana'],['Unknown'],['Female'],"['Free Fleet', 'Resistance (as an advisor)']",,Maz Kanata
Ushos O. Statura,[7],['Garel'],['Human'],['Male'],"['Alliance to Restore the Republic', 'Resistance', 'Resistance navy', 'Resistance High Command']",Good,Ushos O. Statura
Keyan Farlander,[6],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Rebel Alliance Starfighter Corps']",Good,Keyan Farlander
Kybuck,[9],[],[],[],[],,Kybuck
FN-2199,[7],[],['Human'],['Male'],"['First Order', 'FN Corps']",Evil,FN-2199
Het Nkik,[4],['Tatooine'],['Jawa'],[],[],,Het Nkik
Toonbuck Toora,"[1, 2]",['Sy Myrth'],['Sy Myrthian'],['Female'],"['Galactic Republic', 'Galactic Senate', 'Confederacy of Independent Systems']",Good,Toonbuck Toora
Jyn Erso,[4],['Vallt'],['Human'],['Female'],"['Erso family', 'Partisans', 'Alliance to Restore the Republic', 'Rogue One']",Good,Jyn Erso
Janu Godalhi,[3],[],['Human'],['Male'],[],,Janu Godalhi
Perosei,[1],[],['Human'],['Male'],"['Royal Naboo Security Forces', 'Naboo Palace Guard']",,Perosei
Gualaar,[3],[],[],[],[],,Gualaar
XA-LX,[7],[],['Droid'],['Feminine programming'],"['Resistance', 'Red Squadron']",Good,XA-LX
Flitchee,[6],['Endor'],['Ewok'],[],['Bright Tree tribe'],,Flitchee
Fambaa,[1],"['Naboo', 'Onderon']",[],[],[],,Fambaa
Chicken,[6],"['Batuu', 'Takodana', 'Endor']",[],[],[],,Chicken
Larma D'Acy,"[8, 9]",['Warlentta'],['Human'],['Female'],"['Resistance', 'Resistance army']",Good,Larma D'Acy
Rhymer,[6],[],['Human'],[],"['Galactic Empire', 'Imperial Officer Corps', 'Imperial Starfighter Corps']",,Rhymer
Airen Cracken,[6],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Rebel Alliance Intelligence Service', ""Cracken's Crew"", 'New Republic', 'New Republic Intelligence', 'New Republic High Command']",Good,Airen Cracken
Juhrah Yani,[7],[],['Human'],['Female'],[],,Juhrah Yani
Taun We,[2],['Kamino'],['Kaminoan'],['Female'],"['Ruling Council', 'Galactic Republic', 'Galactic Empire']",Good,Taun We
Ushar,"[7, 9]",[],['Humanoid'],['Male'],"['Knights of Ren', 'First Order']",Evil,Ushar
Grievous,[3],['Kalee'],['Kaleesh'],['Male'],"[""Grievous's family"", 'Izvoshra', 'InterGalactic Banking Clan', 'Confederacy of Independent Systems', 'Confederacy military']",,Grievous
Muftak,[4],['Orto Plutonia'],['Talz'],['Male'],[],,Muftak
Massiff,[2],"['Tatooine', 'Florrum', 'Geonosis']",[],[],[],,Massiff
Varactyl,[3],['Utapau'],[],[],[],,Varactyl
Dice Ibegon,[4],[],['Lamproid'],['Female'],['Alliance to Restore the Republic'],Good,Dice Ibegon
FX-6,[3],[],['Droid'],[],"['Galactic Empire', 'Sith']",Sith,FX-6
Feltipern Trevagg,[4],[],['Gotal'],['Male'],[],,Feltipern Trevagg
Pagetti Rook,[6],[],['Weequay'],['Male'],"[""Jabba Desilijic Tiure's criminal empire""]",,Pagetti Rook
BFB-7,[9],[],[],[],[],,BFB-7
R6-D8,"[7, 9]",[],['Droid'],['Masculine programming'],"['Resistance', 'Black Squadron']",Good,R6-D8
R-3PO,[5],[],['Droid'],[],['Alliance to Restore the Republic'],Good,R-3PO
Loadlifter droid,[7],[],[],[],[],,Loadlifter droid
Nexu,[2],['Cholganna'],[],[],[],,Nexu
Wanten,[4],['Parsh'],['Human'],['Male'],"['Galactic Empire', 'Foot Patrol 7', 'First Order', 'First Order military']",Evil,Wanten
Sibos Tammis,[8],[],['Human'],['Male'],"['First Order', 'First Order Navy']",Evil,Sibos Tammis
R2-D2,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",['Naboo'],['Droid'],['Masculine programming'],"['Royal House of Naboo', 'Jedi Order', 'Galactic Republic', '501st Legion', ""R2-D2's battle droid squadron"", 'D-Squad', 'Skywalker family', 'House of Organa', 'Galactic Empire', 'Alliance to Restore the Republic', 'Red Squadron', 'Heroes of Yavin', 'Rogue Squadron', 'Endor strike team', 'Bright Tree tribe (honorary member)', 'New Republic', 'Resistance']",Good,R2-D2
Jerba,"[4, 6]",['Tatooine'],[],[],[],,Jerba
Grebe-Korora,[8],['Ahch-To'],['Lanai'],['Male'],['Visitors'],,Grebe-Korora
Ello Asty,[7],['Abednedo'],['Abednedo'],['Male'],"['New Republic', 'Precision air team', 'Resistance', 'Cobalt Squadron', 'Blue Squadron', 'Red Squadron']",Good,Ello Asty
Temiri Blagg,[8],['Cantonica'],['Human'],['Male'],[],,Temiri Blagg
Sai'torr Kal Fas,[4],[],['Saurin'],[],[],,Sai'torr Kal Fas
Hoth Stuff,[8],[],['Fathier'],[],['Canto Bight racetrack'],,Hoth Stuff
Tintop,[4],[],['Human'],['Male'],"['Galactic Empire', 'Foot Patrol 7']",,Tintop
Ryoo Naberrie,"[2, 3]",[],['Human'],['Female'],['Naberrie family'],,Ryoo Naberrie
Dhuz,[8],[],['Palandag'],[],['Canto Casino and Racetrack'],,Dhuz
Zam Wesell,[2],['Zolan'],['Clawdite'],['Female'],"['Mabari', 'Confederacy of Independent Systems']",,Zam Wesell
MD-15C medical droid,[8],[],['Droid'],[],['Resistance'],Good,MD-15C medical droid
Cal Alder,[5],"[""Kal'Shebbol""]",['Human'],['Male'],"['Alliance to Restore the Republic', 'Alliance High Command']",Good,Cal Alder
Teza Nasz,[9],[],['Human'],['Female'],"['Galactic Empire', ""Imperial Navy's officer corps"", 'Resistance', 'Corellian Team Two']",Good,Teza Nasz
Pammich Nerro Goode,[7],[],['Human'],['Female'],"['Resistance', '""Reb"" Squadron']",Good,Pammich Nerro Goode
Damono Deomaley,[4],[],['Humanoid'],['Male'],[],,Damono Deomaley
Oola,[6],['Ryloth'],"[""Twi'lek""]",['Female'],"[""Jabba Desilijic Tiure's criminal empire""]",,Oola
TK-5187,[5],[],['Human'],['Male'],"['Galactic Empire', 'Blizzard Force']",,TK-5187
Kabe,[4],['Chad'],['Chadra-Fan'],['Female'],[],,Kabe
Sephjet Josall,[2],[],['Human'],['Male'],"['Jedi Order', 'Jedi assault team', 'Galactic Republic']",Jedi,Sephjet Josall
Tobler Ceel,[1],['Naboo'],['Gungan (Otolla)'],['Male'],"['Gungan Grand Army', 'Officer corps']",,Tobler Ceel
Boga,[3],['Utapau'],['Varactyl'],['Female'],[],,Boga
R2-F2,[4],[],['Droid'],[],"['Alliance to Restore the Republic', 'Red Squadron']",Good,R2-F2
Tion Medon,[3],['Utapau'],"[""Pau'an""]",['Male'],"['Utapaun Committee', 'Utapaun Security Forces', 'Galactic Republic', '']",Good,Tion Medon
Lovey,[8],[],['Human'],['Female'],[],,Lovey
San Hill,"[2, 3]",['Scipio'],['Muun'],['Male'],"['InterGalactic Banking Clan', 'Muunilinst Banking Clan', 'Confederacy of Independent Systems', 'Executive Separatist Council']",,San Hill
Bolivar Denai,[7],[],['Human'],['Male'],[],,Bolivar Denai
Quarsh Panaka,[1],['Naboo'],['Human (Naboo)'],['Male'],"['Royal House of Naboo', 'Royal Naboo Security Forces', 'Galactic Republic', 'Republic Special Task Force', 'Galactic Empire']",Good,Quarsh Panaka
Guich,[7],[],['Human'],['Male'],['Resistance'],Good,Guich
KT-310,[7],[],['Droid'],[],[],,KT-310
Rey's father,"[7, 8, 9]",['Exegol'],"['Human', ' (strandcast)']",['Male'],"['Palpatine family', ' (renounced)', 'Sith Eternal (renounced)']",,Rey's father
Kid Malmash,[9],[],['Shungbeek'],['Male'],"[""Citizens' Fleet""]",,Kid Malmash
Fadda-Rarb Arda,[9],['Pasaana'],['Aki-Aki'],[],[],,Fadda-Rarb Arda
Lak Sivrak,[4],[],['Shistavanen'],['Male'],"['Galactic Empire', 'Alliance to Restore the Republic', 'Rebel Alliance Starfighter Corps']",Good,Lak Sivrak
Ark Roose,[1],['Sump'],['Nuknog'],['Male'],[],,Ark Roose
Rycar Ryjerd,[4],[],['Bimm'],['Male'],[],,Rycar Ryjerd
Mas Amedda,"[1, 2, 3]",['Champala'],['Chagrian'],['Male'],"['Galactic Republic', 'Galactic Senate', 'Office of the Chancellor', 'Strategic Advisory Cell', 'Galactic Empire', 'Imperial Ruling Council', 'Sith', 'Coruscant provisional government']",Mix,Mas Amedda
